age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
22,M,1156,Célibataire,0,false,5267 LC 46
84,F,556,Célibataire,0,false,5073 AL 87
35,F,545,En Couple,1,false,4467 GV 80
32,M,237,En Couple,0,false,308 HA 44
61,Homme,993,Célibataire,0,false,2374 FF 90
43,F,737,En Couple,4,false,8664 FC 66
59,F,521,En Couple,0,true,1748 RP 84
24,M,231,En Couple,3,false,2408 ZC 55
39,M,566,Célibataire,0,false,7582 XO 88
64,F,450,En Couple,1,false,1530 IR 64
22,M,402,En Couple,1,false,5168 LY 39
46,F,422,En Couple,0,false,3888 LE 71
49,M,420,Célibataire,0,false,447 FH 12
63,F,1363,En Couple,3,false,3027 JN 98
18,F,188,En Couple,1,false,7434 WS 13
21,M,554,En Couple,1,false,3128 YU 87
32,M,895,En Couple,0,false,6811 FB 57
72,M,575,En Couple,3,false,3196 MR 81
30,F,548,En Couple,1,true,8005 TZ 48
52,M,1119,Seule,1,false,2329 AA 32
30,M,579,En Couple,1,false,9668 CS 29
42,M,574,Célibataire,0,false,8945 GF 54
64,M,560,En Couple,4,false,1666 ZZ 25
45,F,1369,Célibataire,0,false,2895 OD 85
66,F,453,En Couple,4,false,6798 VE 73
58,M,173,En Couple,0,true,4107 XV 12
28,M,447,En Couple,1,true,3748 ZZ 69
26,M,578,En Couple,4,false,6308 UU 74
24,M,495,Célibataire,0,false,8330 EL 50
23,M,1111,Célibataire,0,false,5077 WZ 22
24,M,1388,Célibataire,0,false,8782 GM 21
47,M,440,En Couple,2,false,4626 ES 84
34,M,498,En Couple,2,false,8763 DP 13
36,M,510,En Couple,0,false,7178 CU 56
52,M,471,Célibataire,0,false,3698 TM 28
19,F,464,Célibataire,0,false,7076 FL 41
58,M,1262,En Couple,3,false,563 AG 30
44,F,564,En Couple,4,false,9043 SY 46
32,M,477,En Couple,4,false,3251 DP 91
77,F,534,Célibataire,0,false,9620 YM 32
35,F,1158,Célibataire,0,false,8261 MR 78
45,M,482,En Couple,2,false,5661 WE 24
27,F,916,Seule,1,false,6132 FZ 80
53,F,578,Célibataire,0,false,4045 NV 80
54,M,535,En Couple,0,false,3892 QI 44
82,F,1096,En Couple,2,false,7408 BJ 21
19,M,585,En Couple,2,false,1958 SD 13
28,M,469,Célibataire,0,false,8794 VG 87
37,M,1114,En Couple,1,false,5330 SK 54
49,M,1250,En Couple,2,false,7305 LI 17
62,M,827,En Couple,0,false,4284 QS 25
21,Femme,1379,En Couple,3,false,1668 OT 70
56,M,564,En Couple,3,false,193 EZ 21
22,M,410,Célibataire,0,false,2240 ZZ 50
19,M,558,En Couple,0,false,5977 JA 34
34,M,522,En Couple,0,false,8711 AX 65
18,F,189,En Couple,3,false,6116 BQ 79
53,F,1099,En Couple,4,true,5873 BY 59
51,M,571,En Couple,1,false,9327 MA 80
80,F,227,En Couple,3,true,1773 FO 89
47,F,1215,Célibataire,0,false,5278 AH 76
30,M,792,Célibataire,0,false,7702 DJ 16
21,M,462,En Couple,1,false,5681 JT 22
79,F,519,En Couple,3,false,3040 JF 55
42,F,576,En Couple,2,true,6881 UH 61
57,F,570,Célibataire,0,false,7385 HV 72
22,M,229,Seule,2,false,6641 RJ 39
49,M,563,En Couple,1,false,9658 SV 81
46,F,597,Seule,1,false,9055 LI 75
68,M,219,En Couple,2,false,8502 KI 83
26,M,731,En Couple,0,false,2754 OD 48
41,M,813,En Couple,3,false,3272 RT 66
23,M,1261,En Couple,3,false,6651 LJ 43
59,F,225,Célibataire,0,false,886 QA 55
35,F,952,Célibataire,0,false,9910 XU 21
26,M,516,Célibataire,0,false,1186 XA 64
67,M,562,En Couple,1,false,4439 QI 65
32,M,740,En Couple,3,true,9444 KT 51
60,M,442,En Couple,0,true,943 NY 54
19,M,234,Célibataire,0,false,2163 RJ 26
59,M,994,Célibataire,0,false,8727 QQ 85
20,M,528,En Couple,1,true,3931 NM 11
68,M,410,En Couple,1,false,1217 EZ 48
51,F,483,En Couple,4,false,9030 PD 41
55,M,520,Célibataire,0,false,4956 GB 97
28,M,200,En Couple,4,false,2245 IK 19
29,M,1002,Célibataire,0,false,894 YG 87
19,M,504,En Couple,0,false,3734 YS 96
60,M,933,Célibataire,0,false,5305 CC 12
59,M,168,Célibataire,0,false,8957 VS 61
54,M,427,En Couple,4,false,5320 JU 96
27,M,426,En Couple,0,false,3580 PF 36
58,M,413,Célibataire,0,false,6496 VP 46
23,F,1258,Célibataire,0,false,7917 RQ 62
58,M,432,En Couple,1,false,6546 FH 41
69,M,1299,Célibataire,0,false,1396 QT 92
52,M,174,Célibataire,0,false,7301 RF 92
31,M,414,En Couple,2,false,5311 AB 73
83,M,232,Célibataire,0,false,4382 NV 20
22,M,557,En Couple,2,false,9351 QP 45
27,M,516,Célibataire,0,false,6009 MY 17
25,F,784,Célibataire,0,false,2895 SX 60
50,M,1317,En Couple,2,false,9262 HX 25
24,M,580,En Couple,1,false,7233 ST 27
32,F,552,En Couple,1,false,1887 RD 95
32,M,1290,En Couple,0,false,4054 JW 44
47,M,741,Célibataire,0,false,662 QS 71
81,F,233,En Couple,3,false,9692 IA 43
67,F,201,Célibataire,0,false,2585 SX 73
58,M,550,Célibataire,0,false,9791 VI 66
50,F,409,Célibataire,0,false,5288 CY 68
63,F,452,En Couple,0,false,9410 ZW 45
73,F,1265,En Couple,3,true,6171 XD 85
29,M,554,En Couple,3,false,2757 TA 39
25,F,539,En Couple,1,false,8725 UT 60
24,F,587,En Couple,4,false,1598 DD 12
31,F,595,Célibataire,0,false,8053 LM 22
52,F,508,Célibataire,0,false,6353 SP 80
31,M,493,Seule,2,false,9170 OW 28
29,M,534,En Couple,1,false,5195 TL 34
40,M,965,En Couple,0,false,2108 ZN 52
52,M,192,En Couple,0,false,2384 KA 74
29,M,432,Célibataire,0,false,5472 FQ 85
21,M,949,N/D,4,false,8690 VA 29
53,M,517,Célibataire,0,false,6450 BG 26
56,F,807,En Couple,1,false,8234 VT 93
18,F,550,Célibataire,0,false,1329 LH 78
50,M,566,En Couple,1,false,9534 RT 28
46,M,599,En Couple,4,false,3096 PS 42
39,M,183,Célibataire,0,false,7692 FT 59
52,Homme,483,Célibataire,0,false,5353 DX 73
45,M,220,En Couple,3,false,779 RV 63
49,M,506,En Couple,2,false,6642 RP 67
44,M,1151,En Couple,2,false,910 RT 90
46,M,232,En Couple,0,true,7129 RB 63
43,M,501,En Couple,3,false,1825 EP 65
27,M,199,En Couple,3,false,33 YQ 10
52,M,531,En Couple,2,false,9708 DW 55
27,M,238,En Couple,0,true,2341 DD 12
81,M,1293,En Couple,0,true,7949 FN 81
54,M,899,Célibataire,0,false,7354 DT 77
34,M,479,En Couple,1,false,1632 MK 12
73,M,453,En Couple,2,false,6446 XF 39
65,M,220,En Couple,1,false,2824 VQ 42
84,M,513,En Couple,2,false,701 AI 31
23,F,452,En Couple,3,false,7268 CR 95
50,M,858,Seule,3,false,7080 ZC 19
42,M,1044,En Couple,2,false,6637 QB 73
32,F,562,En Couple,0,true,5469 LN 57
21,M,1151,En Couple,0,false,2420 KH 12
40,M,507,Célibataire,0,false,7444 IC 33
66,F,221,Seule,2,false,5286 QR 35
45,F,768,En Couple,3,false,9678 JS 77
40,M,439,En Couple,1,true,4153 RJ 72
28,M,899,Célibataire,0,false,4566 RL 32
45,F,1314,En Couple,0,false,7518 IC 25
24,M,430,Célibataire,0,false,1201 HF 20
56,F,1373,Célibataire,0,false,8623 EV 96
30,M,489,En Couple,2,false,5439 QQ 35
45,M,464,En Couple,0,false,5567 VJ 49
42,F,579,En Couple,4,false,1577 EV 42
29,F,1030,En Couple,1,false,815 BK 40
75,M,1156,En Couple,2,false,4179 AQ 50
60,Femme,407,En Couple,2,false,8101 UI 84
37,M,586,En Couple,2,false,3833 PN 34
32,F,422,Célibataire,0,false,2036 RV 90
18,M,575,En Couple,1,false,435 LW 73
43,M,500,En Couple,0,false,6248 LD 55
77,F,581,Célibataire,0,false,1986 IM 96
73,M,541,En Couple,0,false,5352 YD 30
50,M,160,Seule,3,false,242 AD 91
40,M,1045,En Couple,0,true,9013 PO 13
40,F,1217,Célibataire,0,false,4328 IH 82
60,F,589,En Couple,1,false,3239 GY 77
59,F,231,En Couple,1,false,4340 FM 96
32,M,1032,En Couple,2,false,8772 TY 24
25,M,491,En Couple,0,true,9021 WP 91
72,M,1136,Célibataire,0,false,843 BS 63
51,M,592,En Couple,1,false,4937 RL 19
40,M,558,Célibataire,0,false,9458 JV 41
34,M,405,En Couple,4,false,6756 GI 78
54,M,238, ,1,true,4029 SD 97
59,F,200,En Couple,2,false,5093 IP 35
23,M,521,En Couple,0,false,3592 YV 19
71,M,841,En Couple,0,false,6366 JJ 89
67,F,946,En Couple,4,true,969 BI 95
54,F,473,En Couple,2,false,6331 SO 58
57,M,461,Célibataire,0,false,7313 BG 60
50,M,744,Seule,3,false,6447 LX 20
45,M,969,En Couple,2,false,825 TR 61
30,F,525,En Couple,0,false,348 FL 50
71,M,592,En Couple,0,false,7495 TZ 70
62,M,233,En Couple,4,false,8553 IP 65
72,F,416,Seule,1,false,9432 WE 51
36,M,457,En Couple,1,false,523 YL 75
46,M,789,Célibataire,0,false,2037 WJ 67
50,M,557,En Couple,2,true,9807 OS 43
77,F,498,Célibataire,0,false,880 OF 20
21,M,410,En Couple,3,true,7243 XV 14
29,M,160,En Couple,3,true,7493 QB 70
61,M,449,En Couple,2,false,5970 OB 45
46,M,592,En Couple,3,false,8476 RT 32
19,F,510,En Couple,4,false,8094 CB 24
22,M,509,En Couple,4,false,8579 XU 42
26,M,1179,En Couple,3,true,3558 KV 96
80,M,549,Célibataire,0,false,1349 UR 59
24,M,174,En Couple,2,false,5383 ZP 32
57,F,579,En Couple,4,false,2967 QA 33
31,M,1053,En Couple,3,false,3997 WD 16
47,F,1236,En Couple,2,true,5655 DF 55
48,M,219,En Couple,0,false,8185 YC 47
55,M,807,Célibataire,0,false,6798 CC 96
19,M,1023,En Couple,2,false,4697 DW 22
27,M,507,En Couple,3,false,9277 ZQ 63
69,M,969,En Couple,3,false,7669 XV 67
21,M,565,En Couple,2,false,6944 WO 37
22,M,482,Seule,3,false,4573 SG 88
56,M,445,Célibataire,0,false,7152 GU 41
22,M,435,En Couple,3,false,526 BS 66
44,M,531,Célibataire,0,false,6474 SA 46
-1,M,562,En Couple,2,false,8124 OT 30
56,M,886,En Couple,3,true,1739 RE 89
25,M,567,Célibataire,0,false,7975 RL 16
21,M,171,Célibataire,0,false,6581 WQ 35
18,M,463,En Couple,2,false,2712 IZ 86
22,Féminin,708,En Couple,0,true,3784 FZ 34
20,F,579,En Couple,1,true,6178 KL 10
27,M,1251,En Couple,3,false,6892 EP 23
21,M,410,En Couple,2,true,4035 CX 96
59,M,521,Célibataire,0,false,8787 BC 29
59,M,1253,Célibataire,0,false,9394 DJ 80
45,F,200,En Couple,2,false,1017 FY 26
53,F,1024,Célibataire,0,false,976 IO 49
33,M,805,Célibataire,0,false,9925 LL 12
49,M,489,En Couple,0,false,9609 TR 92
29,F,239,En Couple,1,false,5655 ME 42
24,M,191,En Couple,2,false,2050 WZ 60
19,M,442,Seule,2,false,2778 RW 97
21,M,1148,En Couple,2,false,3098 SD 86
25,M,416,Célibataire,0,false,2897 CP 95
24,F,525,En Couple,1,false,9850 SV 92
54,M,804,En Couple,1,false,651 NM 16
30,F,1203,Célibataire,0,false,7847 DS 33
74,M,884,Célibataire,0,false,2080 FC 65
34,F,459,En Couple,0,true,9692 IP 95
48,M,208,Célibataire,0,false,3331 RT 18
45,M,765,En Couple,1,true,3043 DP 16
18,F,247,En Couple,1,false,5503 VF 23
34,M,244,En Couple,1,false,9594 TO 97
28,M,486,Célibataire,0,false,1660 UM 63
22,M,428,En Couple,4,false,6384 DW 83
56,F,506,En Couple,2,false,2522 OE 94
52,M,557,Célibataire,0,false,3143 GK 75
46,Masculin,766,En Couple,0,true,5970 PV 50
81,M,1361,En Couple,0,true,5888 JF 28
58,M,1083,Célibataire,0,false,3562 XH 49
25,F,188,Seule,3,false,4469 LI 24
37,F,519,Célibataire,0,false,271 GM 80
48,M,585,En Couple,2,false,2967 IF 20
28,M,890,En Couple,2,false,5817 XE 28
38,M,422,Célibataire,0,false,9382 CF 97
27,M,409,En Couple,4,false,9916 CG 28
26,F,579,En Couple,0,false,5943 GB 79
52,F,1252,Célibataire,0,false,1411 JU 75
23,F,437,En Couple,1,true,2909 WX 70
29,M,536,En Couple,0,false,6469 HB 50
38,F,838,En Couple,1,false,1922 IR 79
21,M,435,Célibataire,0,false,530 DM 62
33,M,822,En Couple,1,false,3564 BK 65
49,F,1120,En Couple,0,false,4149 FZ 64
74,F,576,En Couple,2,false,1546 WF 12
34,M,188,Célibataire,0,false,6736 JB 34
37,M,444,En Couple,0,false,5606 XI 20
32,F,555,En Couple,2,false,324 EE 63
56,M,510,En Couple,0,false,4467 ZP 31
29,M,176,Célibataire,0,false,8792 BZ 38
31,M,842,Célibataire,0,false,5902 HK 63
41,M,452,En Couple,2,true,9103 JA 82
35,M,194,En Couple,2,false,2959 PG 57
50,M,561,En Couple,0,false,4373 AJ 12
71,F,866,Célibataire,0,false,3062 MD 78
38,F,412,En Couple,2,true,5120 UL 51
35,M,463,Célibataire,0,false,9568 ZZ 16
25,M,749,En Couple,0,false,6416 RB 89
26,F,469,Célibataire,0,false,3649 EL 24
27,M,155,Célibataire,0,false,5568 IR 65
49,M,175,En Couple,2,false,4392 VS 35
51,F,424,En Couple,2,false,3781 HR 12
26,M,534,En Couple,0,false,7520 KX 76
29,F,409,Célibataire,0,false,6716 GZ 84
67,M,853,Célibataire,0,false,9835 LS 63
19,F,566,En Couple,3,true,4189 SH 19
78,M,965,Célibataire,0,false,1895 ZN 59
58,M,1047,Seule,2,false,156 LI 86
83,M,1342,En Couple,1,false,7419 HE 83
26,M,402,Célibataire,0,false,372 QK 18
46,M,428,En Couple,4,true,2488 XK 66
34,F,1267,Célibataire,0,false,6876 MW 39
40,M,533,Célibataire,0,false,793 GK 52
33,M,1306,En Couple,3,false,2740 RF 97
27,M,1356,Célibataire,0,false,8405 QO 55
71,M,572,Célibataire,0,false,8102 PH 89
24,M,498,En Couple,0,true,7834 OS 19
67,F,964,En Couple,1,false,7671 YX 69
31,M,464,Célibataire,0,false,289 FU 90
26,M,248,En Couple,4,false,1877 DH 85
27,M,484,Célibataire,0,false,6014 NW 50
58,F,511,En Couple,4,false,2104 MU 97
31,F,816,En Couple,0,true,5503 ZQ 15
51,F,514,En Couple,1,false,626 PR 30
50,M,507,En Couple,2,false,6474 VJ 96
42,F,168,Célibataire,0,false,625 CV 37
43,F,733,En Couple,0,false,5441 RP 27
26,M,1240,En Couple,4,false,1434 WE 45
35,F,584,En Couple,4,false,2910 MG 16
26,M,572,Seule,2,false,9581 WG 81
65,M,451,En Couple,0,false,5049 OJ 41
25,F,559,Célibataire,0,false,693 HQ 36
22,F,410,Célibataire,0,false,9839 SX 41
29,M,204,En Couple,2,false,3398 CB 83
22,F,586,En Couple,2,false,9578 HF 57
62,M,723,En Couple,3,true,2095 DW 32
55,F,594,En Couple,2,false,1693 UC 98
50,M,1065,En Couple,2,false,1224 CM 52
72,F,1326,En Couple,1,false,2359 WR 87
57,M,439,Célibataire,0,false,1442 NQ 86
58,F,182,En Couple,0,false,205 BV 57
47,M,854,En Couple,2,true,75 NU 80
28,F,472,En Couple,1,true,8689 LE 22
28,M,208,En Couple,3,false,7177 LW 49
36,M,1124,En Couple,2,false,6751 AL 36
37,M,588,En Couple,1,false,3500 LF 40
48,M,477,Célibataire,0,false,4972 CW 43
26,M,174,En Couple,1,true,8430 BW 27
31,F,541,En Couple,0,false,8248 YW 20
38,M,1319,Seule,2,false,916 GG 30
74,M,1239,Seule,1,false,6362 HS 18
40,M,1229,En Couple,4,false,347 FH 25
27,F,498,En Couple,3,false,1320 IN 10
61,M,1256,En Couple,3,false,3181 YO 40
29,M,536,Marié(e),4,false,3070 HE 10
25,F,160,Célibataire,0,false,1964 JV 83
23,F,1275,En Couple,2,false,2451 SS 90
19,F,171,En Couple,2,false,2211 QQ 66
50,M,182,Célibataire,0,false,7577 NP 46
43,M,1278,Célibataire,0,false,9402 KI 78
19,M,161,Célibataire,0,false,2556 IR 17
59,M,247,Célibataire,0,false,1872 PS 37
44,M,441,En Couple,3,false,7567 VJ 13
55,M,431,En Couple,2,false,8528 AO 59
65,F,1164,En Couple,2,false,9956 KT 26
73,M,424,En Couple,4,true,2766 WE 70
29,F,581,En Couple,2,false,1218 GJ 74
25,F,1324,En Couple,2,false,1801 WO 61
64,M,485,En Couple,0,false,8270 IT 42
30,M,1190,Célibataire,0,false,7001 MI 32
53,F,938,En Couple,2,false,3381 DD 47
46,M,503,En Couple,2,false,1487 JZ 34
55,M,413,Célibataire,0,false,797 LT 19
42,M,1287,En Couple,2,false,9385 SP 12
28,M,456,En Couple,4,false,4889 DI 18
27,F,229,En Couple,1,false,1341 SI 65
25,Femme,502,En Couple,0,false,2180 YZ 61
22,Femme,1296,Célibataire,0,false,1914 OV 53
24,M,1288,Célibataire,0,false,5906 KM 21
78,M,587,En Couple,4,false,7228 QF 19
31,M,1344,En Couple,1,false,756 RM 39
39,M,509,En Couple,3,false,743 KD 60
19,M,500,En Couple,1,false,8578 ZC 92
57,F,587,Célibataire,0,false,1177 FD 27
25,M,438,Célibataire,0,false,8928 FF 39
45,M,526,En Couple,1,false,8921 EW 19
18,M,245,En Couple,0,false,779 OS 17
33,F,482,Célibataire,0,false,4236 QJ 11
51,F,431,Célibataire,0,false,1115 IG 29
22,M,226,En Couple,0,true,396 LZ 34
49,F,555,En Couple,3,false,5089 IO 34
24,M,521,Célibataire,0,false,5153 LW 32
39,M,181,Célibataire,0,false,455 TH 45
49,M,750,Célibataire,0,false,3194 HC 79
19,M,161,En Couple,4,true,5092 FJ 66
72,M,591,En Couple,2,false,306 ZI 18
59,M,1040,En Couple,1,false,5399 UV 34
38,M,228,En Couple,2,false,749 CG 72
28,M,464,En Couple,2,false,7433 EQ 37
71,M,479,En Couple,1,false,1018 HE 28
80,M,530,En Couple,2,true,4846 NG 24
67,M,188,Célibataire,0,false,4080 ZE 59
34,M,465,En Couple,3,true,8242 YI 16
51,M,157,En Couple,2,false,9042 UQ 97
82,M,433,En Couple,0,false,189 IG 42
25,F,203,En Couple,2,true,8989 CL 85
48,Homme,700,En Couple,4,false,1360 ZR 14
28,M,585,En Couple,1,true,5591 EG 84
23,M,1270,En Couple,0,false,5575 TO 55
71,M,200,En Couple,3,false,9295 DT 69
22,M,775,Célibataire,0,false,1526 MB 98
43,M,244,En Couple,0,true,2737 KT 98
47,M,1007,En Couple,2,true,3855 SM 79
71,F,584,Célibataire,0,false,337 WY 32
47,M,584,En Couple,2,false,6472 HD 64
24,M,404,En Couple,1,false,3580 YG 10
50,F,441,En Couple,0,false,3239 NA 55
25,M,1210,En Couple,0,false,8156 IF 27
83,M,436,En Couple,1,false,7255 OL 97
51,M,578,Célibataire,0,false,5347 QY 24
70,M,190,En Couple,1,false,2082 AZ 96
37,F,195,En Couple,1,true,2316 MT 37
67,M,507,En Couple,3,false,8966 YT 73
24,M,518,En Couple,0,true,1054 YX 33
76,M,494,En Couple,1,false,2274 GU 55
61,M,454,En Couple,2,false,2282 CT 72
22,M,478,Célibataire,0,false,1320 ZD 13
20,M,535,Célibataire,0,false,1034 NM 92
51,M,1269,En Couple,4,false,8601 TS 28
62,F,950,Célibataire,0,false,2690 ST 47
61,F,713,En Couple,3,false,5663 AP 44
27,F,1171,En Couple,0,false,9985 LJ 38
70,M,469,En Couple,3,false,5563 UA 51
29,M,228,Célibataire,0,false,4526 IP 70
30,M,975,En Couple,2,false,9741 SV 66
44,F,403,En Couple,2,true,1868 FK 13
51,M,533,En Couple,2,false,8122 TG 19
48,M,570,En Couple,0,false,7608 XL 22
37,Féminin,1331,En Couple,4,false,469 QV 52
26,F,1080,En Couple,1,false,9079 ZN 88
51,M,1376,En Couple,3,false,7688 XT 74
51,M,159,En Couple,2,false,7947 XU 78
47,F,400,Célibataire,0,false,4089 UA 41
66,M,442,En Couple,0,false,6493 KZ 59
57,M,591,En Couple,4,false,6360 OB 16
30,M,489,En Couple,4,false,6929 HZ 11
77,M,1202,Célibataire,0,false,509 GH 64
18,M,426,En Couple,0,false,4871 DT 15
57,M,802,En Couple,3,false,7004 DN 14
57,F,825,En Couple,2,false,4085 MO 19
58,M,523,En Couple,1,false,1010 FL 27
40,M,566,En Couple,2,false,7136 ZM 43
23,M,460,Célibataire,0,false,2262 HU 25
41,M,502,Célibataire,0,false,7058 AZ 85
84,Masculin,873,Célibataire,0,false,9963 AY 75
38,M,442,En Couple,4,true,3682 II 24
46,Homme,703,Seule,1,false,1770 TN 84
71,M,427,En Couple,3,false,7505 ZG 94
49,M,456,En Couple,1,false,3194 DQ 69
50,F,184,En Couple,1,true,9353 DC 81
38,M,176,En Couple,2,false,3562 IN 68
59,M,500,En Couple,4,false,4734 OM 54
65,M,477,Célibataire,0,false,9107 LB 76
72,M,1152,Célibataire,0,false,7374 ER 39
28,F,957,Célibataire,0,false,5112 XM 18
79,F,?,Célibataire,0,false,4226 PP 95
75,M,835,En Couple,1,true,6343 ZH 48
50,M,508,En Couple,4,false,9165 BD 94
19,M,477,En Couple,2,false,182 NY 18
43,M,453,En Couple,1,false,5369 KJ 50
23,M,480,En Couple,2,false,3768 FQ 64
55,M,239,Célibataire,0,false,8207 GP 18
26,M,461,En Couple,4,true,2264 HM 61
44,M,418,En Couple,3,true,8317 RE 97
72,F,1063,Célibataire,0,false,3115 PG 78
46,M,201,Célibataire,0,false,2111 QF 20
72,M,410,En Couple,0,false,9904 ZR 29
25,M,552,En Couple,1,false,7064 TP 69
47,F,190,Célibataire,0,false,928 GX 75
26,M,421,En Couple,2,false,5719 RS 68
51,M,176,En Couple,0,false,7471 IO 93
49,M,561,En Couple,3,false,3189 RG 22
21,M,193,Célibataire,0,false,2939 YT 47
48,M,437,En Couple,0,false,3219 KX 58
81,M,788,En Couple,2,true,7418 IM 89
44,Masculin,521,En Couple,2,false,1870 OK 91
57,F,460,Seule,3,false,142 DR 74
75,M,471,Seule,2,false,3549 ZE 92
51,M,1002,Célibataire,0,false,9650 IL 80
21,M,1383,En Couple,1,false,4702 YO 23
28,M,232,En Couple,1,false,2459 CI 14
30,M,570,En Couple,2,false,9966 KD 66
25,M,234,En Couple,2,false,1993 UD 97
61,F,421,Célibataire,0,false,3552 FH 87
28,M,426,En Couple,4,false,8405 KP 23
21,M,539,En Couple,2,false,8258 NW 83
64,M,731,En Couple,0,false,1219 ZT 43
20,M,150,Célibataire,0,false,7213 IF 11
55,M,567,En Couple,3,false,1967 PD 57
55,M,585,En Couple,4,false,5075 JA 57
37,M,864,En Couple,3,true,2993 XW 93
62,F,1165,Célibataire,0,false,8129 FO 33
32,M,430,En Couple,1,false,842 PF 55
51,M,456,Célibataire,0,false,8236 UT 76
34,M,1287,Seule,1,false,3943 SO 73
83,M,234,En Couple,4,false,4133 AQ 51
18,M,457,Célibataire,0,false,1403 YV 37
64,F,472,En Couple,2,true,6903 JQ 53
22,M,571,En Couple,1,true,5078 JP 26
57,M,1061,En Couple,3,true,8213 FU 12
62,M,475,Célibataire,0,false,1186 ZN 22
37,F,419,En Couple,0,true,6239 JR 37
72,M,434,En Couple,3,true,8881 BM 95
44,M,232,En Couple,0,false,8603 VI 38
70,Femme,213,Célibataire,0,false,4226 PH 98
32,M,207,En Couple,3,false,8845 BY 30
64,M,597,En Couple,2,false,1132 FM 32
29,F,1325,En Couple,2,false,4593 VL 90
46,M,496,Célibataire,0,false,2671 SR 61
25,F,178,En Couple,2,false,3069 EC 59
24,F,738,En Couple,1,false,1463 YD 65
48,F,1336,Célibataire,0,false,7042 TA 87
37,F,557,En Couple,0,false,2746 AD 20
23,F,191,Seule,3,false,5258 SU 91
19,M,574,Célibataire,0,false,8518 UP 76
49,M,223,En Couple,1,false,8904 AG 95
29,F,931,En Couple,1,false,5894 MY 67
23,M,1006,Célibataire,0,false,5725 IN 50
78,M,429,En Couple,1,false,7964 KW 48
27,M,944,En Couple,2,true,927 ER 88
29,M,449,En Couple,1,false,8485 FQ 23
35,F,174,En Couple,4,false,1121 CF 65
64,M,1043,En Couple,1,false,7658 YQ 39
65,M,187,En Couple,1,false,5439 HS 66
22,M,794,En Couple,3,false,859 CI 12
26,F,1010,Célibataire,0,false,3024 ON 10
28,F,567,En Couple,2,false,756 JS 16
43,F,241,En Couple,3,false,1317 NK 37
46,M,757,En Couple,0,false,361 SI 83
43,M,1202,Célibataire,0,false,790 WA 23
38,M,1198,En Couple,0,false,2987 RB 92
20,M,506,Célibataire,0,false,4857 MQ 17
81,M,419,Célibataire,0,false,9506 AM 27
29,M,493,En Couple,3,false,8540 ID 97
63,F,446,En Couple,1,false,1314 TN 12
23,F,502,En Couple,3,false,8088 UU 15
51,M,444,En Couple,3,false,8024 MQ 56
61,M,561,Célibataire,0,false,6974 PE 17
54,M,513,En Couple,0,false,828 ZA 79
42,F,185,En Couple,4,false,1627 AB 57
43,F,1089,Célibataire,0,false,3375 YI 89
22,F,404,Célibataire,0,false,1829 XP 13
41,M,457,En Couple,4,false,9291 QI 91
44,F,202,Célibataire,0,false,4748 HV 38
58,M,526,Célibataire,0,false,7480 KE 98
46,M,577,En Couple,0,false,3260 ZW 47
21,M,462,Seule,3,false,466 BO 60
73,M,1122,En Couple,0,false,7016 GC 16
24,M,557,En Couple,0,true,2693 QR 62
47,F,180,Célibataire,0,false,6958 CY 88
50,M,467,En Couple,2,false,5700 RE 83
21,M,462,Célibataire,0,false,8647 VE 26
75,M,558,En Couple,1,false,3627 CV 22
59,M,544,En Couple,0,false,6869 BZ 32
51,F,536,En Couple,0,false,1314 DH 87
18,M,475,Célibataire,0,false,7572 AS 20
21,F,473,Seule,3,false,602 XN 98
33,M,225,En Couple,1,true,6635 XE 61
46,M,470,En Couple,3,false,1215 MR 37
37,M,150,En Couple,2,false,8650 TI 27
34,M,558,Célibataire,0,false,614 QF 81
23,F,504,Célibataire,0,false,5083 KU 29
30,M,429,Célibataire,0,false,9630 DI 49
46,M,1360,Célibataire,0,false,1044 DK 94
26,M,1001,En Couple,2,false,5969 TY 75
72,M,743,En Couple,2,false,9169 PS 52
80,M,182,Célibataire,0,false,481 NE 26
31,M,1351,En Couple,0,false,9291 NC 18
24,M,562,Célibataire,0,false,6413 MC 71
35,M,567,En Couple,3,false,9893 UU 37
22,M,179,En Couple,4,false,5803 MV 29
38,M,178,En Couple,2,true,491 OV 70
22,M,502,Célibataire,0,false,5117 EC 19
74,M,548,Marié(e),4,false,9011 DU 10
41,F,205,En Couple,1,false,5054 DH 27
73,F,483,En Couple,0,false,9421 GQ 10
40,M,476,Célibataire,0,false,9668 OM 38
41,M,518,En Couple,4,true,7381 UE 44
51,M,241,Célibataire,0,false,4013 SZ 19
33,M,182,En Couple,2,false,2189 WQ 20
18,M,720,En Couple,2,false,7555 PZ 76
21,F,933,En Couple,1,true,8501 ZF 29
29,M,166,Célibataire,0,false,3418 EA 52
39,M,580,En Couple,0,false,1109 XV 89
32,F,433,En Couple,3,false,9006 JH 14
29,F,789,En Couple,2,false,6143 XO 82
74,M,441,En Couple,3,true,4216 ZK 92
33,F,243,Seule,3,false,783 XU 52
20,M,196,En Couple,1,false,1432 OF 47
50,M,532,Célibataire,0,false,8604 QA 25
27,M,411,Célibataire,0,false,3161 WX 50
64,M,224,En Couple,1,false,5750 GX 61
43,F,1126,En Couple,0,false,2737 LL 41
42,M,442,Célibataire,0,false,7751 RU 39
29,M,1142,En Couple,2,false,6512 VG 63
54,M,208,Célibataire,0,false,116 SH 14
30,M,496,Célibataire,0,false,4062 NU 68
